source_index,section,section_row,original_english,original_spanish,source_abbreviation,canonical_english,canonical_spanish,action,resulting_id,duplicate_of_source_index,match_method,notes
991,Diseases and Chronic Conditions,135,Osteoarthritis,Osteoartritis,,Osteoarthritis,Osteoartritis,added,1930,,,
992,Diseases and Chronic Conditions,136,Osteoporosis,Osteoporosis,,Osteoporosis,Osteoporosis,added,1931,,,
993,Diseases and Chronic Conditions,137,Palpitations,Palpitaciones,,Palpitations,Palpitaciones,consolidated_source_duplicate,1698,726,,
994,Diseases and Chronic Conditions,138,Pancreatitis,Pancreatitis,,Pancreatitis,Pancreatitis,added,1932,,,
995,Diseases and Chronic Conditions,139,Paralysis,Parálisis,,Paralysis,Parálisis,consolidated_source_duplicate,1699,727,,
996,Diseases and Chronic Conditions,140,Parkinson Disease,Enfermedad de Parkinson,,Parkinson Disease,Enfermedad de Parkinson,added,1933,,,
997,Diseases and Chronic Conditions,141,Plague,Plaga,,Plague,Plaga,added,1934,,,
998,Diseases and Chronic Conditions,142,Plantar Fasciitis,Fascitis Plantar,,Plantar Fasciitis,Fascitis Plantar,added,1935,,,
999,Diseases and Chronic Conditions,143,Pneumonia,Pulmonía,,Pneumonia,Pulmonía,added,1936,,,
1000,Diseases and Chronic Conditions,144,Polio,Polio,,Polio,Polio,added,1937,,,
1001,Diseases and Chronic Conditions,145,Post-Traumatic Stress Disorder- PTSD,Trastorno de Estrés Post-Traumático,,Post-Traumatic Stress Disorder,Trastorno de Estrés Post-Traumático,updated_existing,848,,exact_english_or_abbreviation,Sigla separada del término para mejorar la búsqueda.
1002,Diseases and Chronic Conditions,146,Psoriasis,Psoriasis,,Psoriasis,Psoriasis,consolidated_source_duplicate,1427,338,,
1003,Diseases and Chronic Conditions,147,Pulmonary Embolism,Embolia Pulmonar,,Pulmonary Embolism,Embolia Pulmonar,added,1938,,,
1004,Diseases and Chronic Conditions,148,Pulmonary Hypertension,Hipertención pulmonar,,Pulmonary Hypertension,Hipertención pulmonar,added,1939,,,
1005,Diseases and Chronic Conditions,149,Rabies,Rabia,,Rabies,Rabia,added,1940,,,
1006,Diseases and Chronic Conditions,150,Rheumatoid Arthritis,Artritis Reumatoide,,Rheumatoid Arthritis,Artritis Reumatoide,added,1941,,,
1007,Diseases and Chronic Conditions,151,Ringworm,Tiña,,Ringworm,Tiña,consolidated_source_duplicate,1430,341,,
1008,Diseases and Chronic Conditions,152,Rotavirus,Rotavirus,,Rotavirus,Rotavirus,added,1942,,,
1009,Diseases and Chronic Conditions,153,Salmonella,Salmonella,,Salmonella,Salmonella,added,1943,,,
1010,Diseases and Chronic Conditions,154,Schizophrenia,Esquizofrenia,,Schizophrenia,Esquizofrenia,added,1944,,,
1011,Diseases and Chronic Conditions,155,Scoliosis,Escoliosis,,Scoliosis,Escoliosis,added,1945,,,
1012,Diseases and Chronic Conditions,156,Seasonal allergies,Alergias de temporada / estacionarias,,Seasonal allergies,Alergias de temporada / estacionarias,added,1946,,,
1013,Diseases and Chronic Conditions,157,Seizures /Convulsions,Convulsiones,,Seizures /Convulsions,Convulsiones,added,1947,,,
1014,Diseases and Chronic Conditions,158,Sepsis,Sepsis,,Sepsis,Sepsis,added,1948,,,
1015,Diseases and Chronic Conditions,159,Septic Shock,Choque Séptico,,Septic Shock,Choque Séptico,added,1949,,,
1016,Diseases and Chronic Conditions,160,Shingles,Herpes zoster / Culebrilla,,Shingles,Herpes zoster / Culebrilla,added,1950,,,
1017,Diseases and Chronic Conditions,161,Sickle Cell Disease,Enfermedad de células falciformes,,Sickle Cell Disease,Enfermedad de células falciformes,added,1951,,,
1018,Diseases and Chronic Conditions,162,Sinus infection,Inf. En los senos paranasales,,Sinus infection,Inf. En los senos paranasales,added,1952,,,
1019,Diseases and Chronic Conditions,163,Sinusitis,Sinusitis,,Sinusitis,Sinusitis,added,1953,,,
1020,Diseases and Chronic Conditions,164,Sleep Apnea,Apnea del Sueño,,Sleep Apnea,Apnea del Sueño,added,1954,,,
1021,Diseases and Chronic Conditions,165,Sleep Disorder,Trastornos del sueño,,Sleep Disorder,Trastornos del sueño,added,1955,,,
1022,Diseases and Chronic Conditions,166,Sleepwalking,Sonambulísmo,,Sleepwalking,Sonambulísmo,added,1956,,,
1023,Diseases and Chronic Conditions,167,Smallpox,Viruela,,Smallpox,Viruela,added,1957,,,
1024,Diseases and Chronic Conditions,168,Spider web Veins,Venas con forma de telaraña,,Spider web Veins,Venas con forma de telaraña,added,1958,,,
1025,Diseases and Chronic Conditions,169,Strep throat infection,Infección por estreptococo en la garganta,,Strep throat infection,Infección por estreptococo en la garganta,added,1959,,,
1026,Diseases and Chronic Conditions,170,Stroke,Derrame cerebral,,Stroke,Derrame cerebral,added,1960,,,
1027,Diseases and Chronic Conditions,171,Syphilis,Sífilis,,Syphilis,Sífilis,added,1961,,,
1028,Diseases and Chronic Conditions,172,Tendonitis,Tendinitis,,Tendonitis,Tendinitis,added,1962,,,
1029,Diseases and Chronic Conditions,173,Testicular cancer,Cancer testicular,,Testicular cancer,Cancer testicular,added,1963,,,
1030,Diseases and Chronic Conditions,174,Tourette Syndrome,Síndrome de Tourette,,Tourette Syndrome,Síndrome de Tourette,added,1964,,,
1031,Diseases and Chronic Conditions,175,Toxoplasmosis,Toxoplasmosis,,Toxoplasmosis,Toxoplasmosis,added,1965,,,
1032,Diseases and Chronic Conditions,176,Trauma,Trauma,,Trauma,Trauma,added,1966,,,
1033,Diseases and Chronic Conditions,177,Tuberculosis - TB,Tuberculosis,,Tuberculosis,Tuberculosis,added,1967,,,Sigla separada del término para mejorar la búsqueda.
1034,Diseases and Chronic Conditions,178,Typhoid Fever,Fiebre Tifoidea,,Typhoid Fever,Fiebre Tifoidea,added,1968,,,
1035,Diseases and Chronic Conditions,179,Ulcerative Colitis,Colitis Ulcerativa,,Ulcerative Colitis,Colitis Ulcerativa,added,1969,,,
1036,Diseases and Chronic Conditions,180,Varicose Veins,Várices,,Varicose Veins,Várices,consolidated_source_duplicate,1751,786,,
1037,Diseases and Chronic Conditions,181,Vertigo,Vértigo,,Vertigo,Vértigo,added,1970,,,
1038,Diseases and Chronic Conditions,182,Vitiligo,Vitiligo,,Vitiligo,Vitiligo,added,1971,,,
1039,Diseases and Chronic Conditions,183,Yeast Infection,"Infección por hongos, o levaduras / Candidiasis",,Yeast Infection,"Infección por hongos, o levaduras / Candidiasis",consolidated_source_duplicate,1514,435,,
1040,Diseases and Chronic Conditions,184,Yellow Fever,Fiebre amarilla,,Yellow Fever,Fiebre amarilla,added,1972,,,
1041,Verbs,1,Assist,Ayudar,,Assist,Ayudar,updated_existing,946,,exact_english_or_abbreviation,
1042,Verbs,2,Attend / Go to,Acudir / asistir (a un lugar),,Attend / Go to,Acudir / asistir (a un lugar),updated_existing,947,,exact_english_or_abbreviation,
1043,Verbs,3,Auscultate,Auscultar,,Auscultate,Auscultar,updated_existing,948,,exact_english_or_abbreviation,
1044,Verbs,4,Bleed,Sangrar,,Bleed,Sangrar,updated_existing,949,,exact_english_or_abbreviation,
1045,Verbs,5,Blow the nose,Soplarse la nariz,,Blow the nose,Soplarse la nariz,updated_existing,950,,exact_english_or_abbreviation,
1046,Verbs,6,Bottle Feed,Dar bibierón,,Bottle Feed,Dar bibierón,updated_existing,31,,exact_english_or_abbreviation,
1047,Verbs,7,Breastfeed,Dar pecho,,Breastfeed,Dar pecho,updated_existing,30,,exact_english_or_abbreviation,
1048,Verbs,8,Burp,Eructar,,Burp,Eructar,consolidated_source_duplicate,951,637,exact_english_or_abbreviation,
1049,Verbs,9,Call in the prescription,Enviar la receta,,Call in the prescription,Enviar la receta,updated_existing,952,,exact_english_or_abbreviation,
1050,Verbs,10,Calm down,Calmarse,,Calm down,Calmarse,updated_existing,953,,exact_english_or_abbreviation,
1051,Verbs,11,Chew,Masticar,,Chew,Masticar,updated_existing,954,,exact_english_or_abbreviation,
1052,Verbs,12,Conduct,Conducir/ llevar a cabo,,Conduct,Conducir/ llevar a cabo,updated_existing,955,,exact_english_or_abbreviation,
1053,Verbs,13,Crawl,Arrastrarse / Gatear,,Crawl,Arrastrarse / Gatear,updated_existing,956,,exact_english_or_abbreviation,
1054,Verbs,14,Deliver,"Entregar / parir, dar a luz",,Deliver,"Entregar / parir, dar a luz",updated_existing,957,,exact_english_or_abbreviation,
1055,Verbs,15,Desinfect,Desinfectar,,Desinfect,Desinfectar,updated_existing,958,,exact_english_or_abbreviation,
1056,Verbs,16,Diagnose,Diagnosticar,,Diagnose,Diagnosticar,updated_existing,959,,exact_english_or_abbreviation,
1057,Verbs,17,Dislocate / Dislodge,Dislocar,,Dislocate / Dislodge,Dislocar,updated_existing,960,,manual_existing_map,
1058,Verbs,18,Do surgery,Hacer una cirugía,,Do surgery,Hacer una cirugía,updated_existing,961,,exact_english_or_abbreviation,
1059,Verbs,19,Draw blood,Sacar sangre,,Draw blood,Sacar sangre,consolidated_source_duplicate,962,666,exact_english_or_abbreviation,
1060,Verbs,20,Examine,Examinar,,Examine,Examinar,updated_existing,49,,exact_english_or_abbreviation,
1061,Verbs,21,Exhale,Exhalar,,Exhale,Exhalar,updated_existing,963,,exact_english_or_abbreviation,
1062,Verbs,22,Ejaculate,Eyacular,,Ejaculate,Eyacular,updated_existing,964,,exact_english_or_abbreviation,
1063,Verbs,23,Faint/ Pass out,Desmayarse,,Faint/ Pass out,Desmayarse,updated_existing,965,,manual_existing_map,
1064,Verbs,24,Fill medications,Surtir /abastecer medicamentos,,Fill medications,Surtir /abastecer medicamentos,updated_existing,53,,exact_english_or_abbreviation,
1065,Verbs,25,Frigidity,Frigidéz,,Frigidity,Frigidéz,updated_existing,966,,exact_english_or_abbreviation,
1066,Verbs,26,Frown,Fruncir el ceño,,Frown,Fruncir el ceño,updated_existing,967,,exact_english_or_abbreviation,
1067,Verbs,27,Gasp,Jadear,,Gasp,Jadear,updated_existing,968,,exact_english_or_abbreviation,
1068,Verbs,28,Get admitted,Ser ingresado,,Get admitted,Ser ingresado,updated_existing,969,,exact_english_or_abbreviation,
1069,Verbs,29,Get worse/ Worsen,Empeorar,,Get worse/ Worsen,Empeorar,updated_existing,970,,exact_english_or_abbreviation,
1070,Verbs,30,Give a shot/ an injection,Poner una inyección,,Give a shot/ an injection,Poner una inyección,updated_existing,971,,exact_english_or_abbreviation,
1071,Verbs,31,Hit / strike (with/ against),Golpear (con / contra),,Hit / strike (with/ against),Golpear (con / contra),updated_existing,972,,exact_english_or_abbreviation,
1072,Verbs,32,Hold,Sostener / aguantar,,Hold,Sostener / aguantar,updated_existing,973,,exact_english_or_abbreviation,
1073,Verbs,33,Hold on (the line),Esperar en línea,,Hold on (the line),Esperar en línea,updated_existing,974,,exact_english_or_abbreviation,
1074,Verbs,34,Increase,Incrementar / subir,,Increase,Incrementar / subir,updated_existing,975,,exact_english_or_abbreviation,
1075,Verbs,35,Inhale,Inhalar,,Inhale,Inhalar,updated_existing,976,,exact_english_or_abbreviation,
1076,Verbs,36,Inyect,Inyectar,,Inyect,Inyectar,updated_existing,977,,exact_english_or_abbreviation,
1077,Verbs,37,Keep down / tolerate,Mantener / Tolerar (stomach),,Keep down / tolerate,Mantener / Tolerar (stomach),updated_existing,978,,manual_existing_map,
1078,Verbs,38,Kneel,Arrodillarse,,Kneel,Arrodillarse,updated_existing,979,,exact_english_or_abbreviation,
1079,Verbs,39,Latch on,Agarrar el pecho (newborn),,Latch on,Agarrar el pecho (newborn),updated_existing,980,,exact_english_or_abbreviation,
1080,Verbs,40,Lay down,Acostarse,,Lay down,Acostarse,updated_existing,981,,exact_english_or_abbreviation,
1081,Verbs,41,Lay on your back / Lay back,Acostarse boca arriba,,Lay on your back / Lay back,Acostarse boca arriba,updated_existing,982,,exact_english_or_abbreviation,
1082,Verbs,42,Lift,Levantar,,Lift,Levantar,updated_existing,983,,exact_english_or_abbreviation,
1083,Verbs,43,Limp,Cojear,,Limp,Cojear,updated_existing,984,,exact_english_or_abbreviation,
1084,Verbs,44,Loose Balance,Perder el equilibrio,,Loose Balance,Perder el equilibrio,updated_existing,985,,exact_english_or_abbreviation,
1085,Verbs,45,Loose Consciousness,Perder el conocimiento,,Loose Consciousness,Perder el conocimiento,updated_existing,986,,exact_english_or_abbreviation,
1086,Verbs,46,Lower/ Decrease,Bajar / disminuir,,Lower/ Decrease,Bajar / disminuir,updated_existing,987,,exact_english_or_abbreviation,
1087,Verbs,47,Make a fist,Apuñar la mano,,Make a fist,Apuñar la mano,updated_existing,988,,exact_english_or_abbreviation,
1088,Verbs,48,Masturbate,Masturbar,,Masturbate,Masturbar,updated_existing,989,,exact_english_or_abbreviation,
1089,Verbs,49,Miss a dosage,Perder / olvidar una dosis,,Miss a dosage,Perder / olvidar una dosis,updated_existing,990,,exact_english_or_abbreviation,
1090,Verbs,50,Mix / steer,Mezclar,,Mix / steer,Mezclar,updated_existing,991,,exact_english_or_abbreviation,
1091,Verbs,51,Move backwards/ back up,Retroceder,,Move backwards/ back up,Retroceder,updated_existing,992,,exact_english_or_abbreviation,
1092,Verbs,52,Move forward,Avanzar/ ir hacia adelante,,Move forward,Avanzar/ ir hacia adelante,updated_existing,993,,exact_english_or_abbreviation,
1093,Verbs,53,Move the bowels / defecate,Defecar,,Move the bowels / defecate,Defecar,updated_existing,994,,manual_existing_map,
1094,Verbs,54,Prick/ Poke,"Puyar, picar (con aguja)",,Prick/ Poke,"Puyar, picar (con aguja)",updated_existing,995,,manual_existing_map,
1095,Verbs,55,Over eat,Comer demasiado,,Over eat,Comer demasiado,updated_existing,996,,exact_english_or_abbreviation,
1096,Verbs,56,Over exert,Hacer ejercicio/ esfuerzo en exceso,,Over exert,Hacer ejercicio/ esfuerzo en exceso,updated_existing,997,,exact_english_or_abbreviation,
1097,Verbs,57,Page a doctor,Mensajear a un doctor,,Page a doctor,Mensajear a un doctor,updated_existing,998,,exact_english_or_abbreviation,
1098,Verbs,58,Pass away/ die,Fallecer / morir,,Pass away/ die,Fallecer / morir,updated_existing,999,,exact_english_or_abbreviation,
1099,Verbs,59,Point out,"Señalar, indicar",,Point out,"Señalar, indicar",updated_existing,1000,,exact_english_or_abbreviation,
1100,Verbs,60,Pour,"Verter, echar",,Pour,"Verter, echar",updated_existing,1001,,exact_english_or_abbreviation,
1101,Verbs,61,Print out,Imprimir,,Print out,Imprimir,updated_existing,1002,,exact_english_or_abbreviation,
1102,Verbs,62,Punch,Golpear en la cara,,Punch,Golpear en la cara,updated_existing,1003,,exact_english_or_abbreviation,
1103,Verbs,63,Refer,"Referir, remitir",,Refer,"Referir, remitir",consolidated_source_duplicate,1007,744,exact_english_or_abbreviation,
1104,Verbs,64,Refill,Resurtir / reabastecer,,Refill,Resurtir / reabastecer,updated_existing,54,,exact_english_or_abbreviation,
1105,Acronyms,1,Hemoglobin A1C,Prueba de Hemoglobina Glicosilada,A1C Test,Hemoglobin A1C,Prueba de Hemoglobina Glicosilada,updated_existing,807,,manual_existing_map,
1106,Acronyms,2,Attention Deficit Disorder,Trastorno de Déficit de Atención,ADD,Attention Deficit Disorder,Trastorno de Déficit de Atención,updated_existing,808,,exact_english_or_abbreviation,
1107,Acronyms,3,Attention Deficit with Hyperactivity Disorder,Trastorno de Déficit de Atención con Hiperactividad,ADHD,Attention Deficit with Hyperactivity Disorder,Trastorno de Déficit de Atención con Hiperactividad,updated_existing,809,,exact_english_or_abbreviation,
1108,Acronyms,4,Acquired Immunodeficiency Syndrome,Síndrome de Inmunodeficiencia Adquirida,AIDS,Acquired Immunodeficiency Syndrome,Síndrome de Inmunodeficiencia Adquirida,updated_existing,810,,exact_english_or_abbreviation,
1109,Acronyms,5,Body Mass Index,Indice de masa corporal,BMI,Body Mass Index,Indice de masa corporal,updated_existing,811,,exact_english_or_abbreviation,
1110,Acronyms,6,Complete Blood Count,Conteo Completo de Glóbulos,CBC,Complete Blood Count,Conteo Completo de Glóbulos,updated_existing,3,,exact_english_or_abbreviation,
1111,Acronyms,7,Citomegalovirus,Citomegalovirus,CMV,Citomegalovirus,Citomegalovirus,updated_existing,812,,exact_english_or_abbreviation,
1112,Acronyms,8,Chronic Obstructive Pulmonary Disease,Enfermedad Pulmonar Obstructiva Crónica- EPOC,COPD,Chronic Obstructive Pulmonary Disease,Enfermedad Pulmonar Obstructiva Crónica- EPOC,updated_existing,813,,exact_english_or_abbreviation,
1113,Acronyms,9,Continuous Positive Airway Pressure,Presión Continua de las Vías Respiratorias,CPAP,Continuous Positive Airway Pressure,Presión Continua de las Vías Respiratorias,updated_existing,814,,exact_english_or_abbreviation,
1114,Acronyms,10,Dilation & Curettage,Legrado,D&C,Dilation & Curettage,Legrado,consolidated_source_duplicate,815,463,exact_english_or_abbreviation,
1115,Acronyms,11,Do not Intubate,Orden de No Intubar,DNI,Do not Intubate,Orden de No Intubar,updated_existing,816,,exact_english_or_abbreviation,
1116,Acronyms,12,Do not Resuscitate,Orden de No Resucitar,DNR,Do not Resuscitate,Orden de No Resucitar,updated_existing,817,,exact_english_or_abbreviation,
1117,Acronyms,13,"Difteria, Pertussis, Tetanus","Difteria, Tos ferina y Tétano",DPT/ T-DAP,"Difteria, Pertussis, Tetanus","Difteria, Tos ferina y Tétano",updated_existing,818,,manual_existing_map,
1118,Acronyms,14,Deep Vein Thrombosis,Trombosis Venosa Profunda,DVT,Deep Vein Thrombosis,Trombosis Venosa Profunda,consolidated_source_duplicate,819,901,exact_english_or_abbreviation,
1119,Acronyms,15,Electronic Benefit Transfer Card,Tarjeta de Transferencia de Beneficios Electrónicos,EBT card,Electronic Benefit Transfer Card,Tarjeta de Transferencia de Beneficios Electrónicos,updated_existing,820,,exact_english_or_abbreviation,
1120,Acronyms,16,Echocardiogram,Ecocardiograma,ECG,Echocardiogram,Ecocardiograma,consolidated_source_duplicate,1539,464,,La fuente asocia ECG con Echocardiogram. No se añadió esa sigla a la ficha porque el proyecto ya la usa para Electrocardiogram; la forma fuente permanece documentada.
1121,Acronyms,17,Electroencephalogram,Electroencefalograma,EEG,Electroencephalogram,Electroencefalograma,consolidated_source_duplicate,822,467,exact_english_or_abbreviation,
1122,Acronyms,18,Esophago-gastro-duodenoscopy,Esofagogastroduodenoscopía,EGD,Esophago-gastro-duodenoscopy,Esofagogastroduodenoscopía,updated_existing,823,,exact_english_or_abbreviation,
1123,Acronyms,19,Electrocardiogram,Electrocardiograma,EKG,Electrocardiogram,Electrocardiograma,consolidated_source_duplicate,821,466,exact_english_or_abbreviation,
1124,Acronyms,20,Gastroesophageal Reflux Disease,Enfermedad de reflujo gastroesofágico,GERD,Gastroesophageal Reflux Disease,Enfermedad de reflujo gastroesofágico,updated_existing,825,,exact_english_or_abbreviation,
1125,Acronyms,21,Human Deficiency Virus,Virus de Inmunodeficiencia Humana,HIV,Human Deficiency Virus,Virus de Inmunodeficiencia Humana,updated_existing,827,,exact_english_or_abbreviation,
1126,Acronyms,22,Health Maintenance Organization,Organización de Mantenimiento de la Salud,HMO,Health Maintenance Organization,Organización de Mantenimiento de la Salud,updated_existing,828,,exact_english_or_abbreviation,
1127,Acronyms,23,Human Papillomavirus,Virus de Papiloma Humano,HPV,Human Papillomavirus,Virus de Papiloma Humano,updated_existing,829,,exact_english_or_abbreviation,
1128,Acronyms,24,Intensive Care Unit,Unidad de Cuidados Intensivos,ICU,Intensive Care Unit,Unidad de Cuidados Intensivos,consolidated_source_duplicate,830,206,exact_english_or_abbreviation,
1129,Acronyms,25,Individualized Education Program,Programa de Educación Individualizada,IEP,Individualized Education Program,Programa de Educación Individualizada,updated_existing,831,,exact_english_or_abbreviation,
1130,Acronyms,26,International Normalized Ratio,Prueba de Tiempo de Protrombina,INR,International Normalized Ratio,Prueba de Tiempo de Protrombina,updated_existing,832,,exact_english_or_abbreviation,
1131,Acronyms,27,Intrauterine Device,Dispositivo Intrauterino,IUD,Intrauterine Device,Dispositivo Intrauterino,updated_existing,833,,exact_english_or_abbreviation,
1132,Acronyms,28,"Measles, Mumps & Rubella","Sarampión, Paperas y Rubeola",MMR,"Measles, Mumps & Rubella","Sarampión, Paperas y Rubeola",updated_existing,836,,exact_english_or_abbreviation,
1133,Acronyms,29,Magnetic Resonance Image,Imagen de resonancia magnética,MRI,Magnetic Resonance Image,Imagen de resonancia magnética,updated_existing,837,,exact_english_or_abbreviation,
1134,Acronyms,30,Medical Record Number,Número de Expediente Médico,MRN,Medical Record Number,Número de Expediente Médico,updated_existing,838,,exact_english_or_abbreviation,
1135,Acronyms,31,Methicillin Resistant Staphylococcus Aureus,Estafilococo Aureus Resistente a la Meticilina,MRSA,Methicillin Resistant Staphylococcus Aureus,Estafilococo Aureus Resistente a la Meticilina,updated_existing,839,,exact_english_or_abbreviation,
1136,Acronyms,32,Neonatal Intensive Care Unit,Unidad de Cuidados Intensivos Neonatales,NICU,Neonatal Intensive Care Unit,Unidad de Cuidados Intensivos Neonatales,updated_existing,840,,exact_english_or_abbreviation,
1137,Acronyms,33,Nurse Practitioner,Enfermera Especializada,NP,Nurse Practitioner,Enfermera Especializada,consolidated_source_duplicate,841,272,exact_english_or_abbreviation,
1138,Acronyms,34,Occupational Therapy - Physical Therapy,Terapia Ocupacional - Terapia Física,OT- PT,Occupational Therapy - Physical Therapy,Terapia Ocupacional - Terapia Física,updated_existing,842,,exact_english_or_abbreviation,
1139,Acronyms,35,Positron Emission Tomography,Tomografía de Emisión de Positrones,PET Scan,Positron Emission Tomography,Tomografía de Emisión de Positrones,updated_existing,843,,exact_english_or_abbreviation,
1140,Acronyms,36,Peripherally Inserted Central Catheter,Cateter central insertado periféricamente,PICC,Peripherally Inserted Central Catheter,Cateter central insertado periféricamente,updated_existing,844,,exact_english_or_abbreviation,
1141,Acronyms,37,Phenylketonuria,Fenilcetonuria,PKU,Phenylketonuria,Fenilcetonuria,updated_existing,845,,exact_english_or_abbreviation,
1142,Acronyms,38,Premenstrual Syndrome,Síndrome Pre-Menstrual,PMS,Premenstrual Syndrome,Síndrome Pre-Menstrual,updated_existing,846,,exact_english_or_abbreviation,
1143,Acronyms,39,Preferred Provider Organization,Organización de Proveedor Preferido,PPO,Preferred Provider Organization,Organización de Proveedor Preferido,updated_existing,847,,exact_english_or_abbreviation,
1144,Acronyms,40,Post Traumatic Stress Disorder,Trastorno de Estrés Post Traumático,PTSD,Post Traumatic Stress Disorder,Trastorno de Estrés Post Traumático,consolidated_source_duplicate,848,1001,exact_english_or_abbreviation,
1145,Acronyms,41,Registered Nurse,Enfermera Certificada,RN,Registered Nurse,Enfermera Certificada,consolidated_source_duplicate,849,291,exact_english_or_abbreviation,
1146,Acronyms,42,Sudden Infant Death Syndrome,Síndrome de Muerte Súbita Infantil,SIDS,Sudden Infant Death Syndrome,Síndrome de Muerte Súbita Infantil,updated_existing,850,,exact_english_or_abbreviation,
1147,Acronyms,43,Sexually Transmitted Disease,Enfermedad de Transmisión Sexual,STD,Sexually Transmitted Disease,Enfermedad de Transmisión Sexual,updated_existing,851,,exact_english_or_abbreviation,
1148,Acronyms,44,Temporomandibular Joint Disorder,Trastorno de la articulación temporomandibular,TMJ,Temporomandibular Joint Disorder,Trastorno de la articulación temporomandibular,consolidated_source_duplicate,852,374,exact_english_or_abbreviation,
1149,Acronyms,45,Urinary Tract Infection,Infección del Tracto Urinario,UTI,Urinary Tract Infection,Infección del Tracto Urinario,updated_existing,853,,exact_english_or_abbreviation,
