id,english,spanish,category,subcategory,abbreviation,synonyms_en,synonyms_es,pronunciation,definition_es,clinical_context,caution,source_name,source_url,review_status,reviewed_by,review_date,notes,entry_type,meaning_group,context_note,spanish_neutral,spanish_us,spanish_latam,regional_variants,priority,frequency,difficulty,publication_status,source_accessed_date,created_date,updated_date,version,change_notes
48,go to the ER,ir a emergencias / ir a urgencias,Atención médica,Emergencias,ER,go to the emergency room,acudir a urgencias,/gou tu dhi ii-ar/,Acudir al servicio hospitalario para recibir atención inmediata.,My mother went to the ER last Friday.,"En dirección ES→EN, use ER o emergency room; no «go to emergency».",Glosario QA — Equipo de Interpretación Español · CQ Fluency (PDF proporcionado),documento-local:fde0305e-efcc-426d-beee-ed3fba56ebc9.pdf,Pendiente,,,Adaptado del glosario QA proporcionado por el usuario.,Término,OPI,Uso frecuente en interpretación remota.,ir a emergencias,,,acudir a urgencias,Alta,Frecuente,Intermedia,Demo,2026-07-15,2026-07-15,2026-07-15,1.0,Importado y enriquecido desde glosario QA
49,see / examine (a patient),atender / examinar,Atención médica,Consulta,,check; evaluate,ver al paciente,/sii; ig-za-min/,Evaluar o prestar atención médica a una persona.,The doctor who saw me at my previous appointment...,«Attend» normalmente no equivale a atender a un paciente en inglés estadounidense.,Glosario QA — Equipo de Interpretación Español · CQ Fluency (PDF proporcionado),documento-local:fde0305e-efcc-426d-beee-ed3fba56ebc9.pdf,Pendiente,,,Adaptado del glosario QA proporcionado por el usuario.,Frase,OPI,Uso frecuente en interpretación remota.,atender,,,ver al paciente,Alta,Frecuente,Intermedia,Demo,2026-07-15,2026-07-15,2026-07-15,1.0,Importado y enriquecido desde glosario QA
50,run / perform lab tests,hacer pruebas de laboratorio,Procedimientos,Laboratorio,,do lab work,hacer laboratorios,/ran lab tests/,"Solicitar, tomar o procesar pruebas de laboratorio según el contexto.",My doctor ran some lab tests.,"Evitar «made me labs»; precisar si el proveedor ordered, ran o performed las pruebas.",Glosario QA — Equipo de Interpretación Español · CQ Fluency (PDF proporcionado),documento-local:fde0305e-efcc-426d-beee-ed3fba56ebc9.pdf,Pendiente,,,Adaptado del glosario QA proporcionado por el usuario.,Frase,OPI,Uso frecuente en interpretación remota.,hacer pruebas de laboratorio,,,hacer laboratorios,Alta,Frecuente,Intermedia,Demo,2026-07-15,2026-07-15,2026-07-15,1.0,Importado y enriquecido desde glosario QA
51,prescription / prescribe,receta / recetar,Medicamentos,Farmacia,Rx,medication order,prescripción (técnico),/pri-skrip-shon; pri-skraib/,Indicación escrita para obtener un medicamento y acción de ordenarlo.,Check whether the pharmacy filled the prescription; take it as prescribed.,Distinguir prescription (sustantivo) de prescribe (verbo).,Glosario QA — Equipo de Interpretación Español · CQ Fluency (PDF proporcionado),documento-local:fde0305e-efcc-426d-beee-ed3fba56ebc9.pdf,Pendiente,,,Adaptado del glosario QA proporcionado por el usuario.,Frase,OPI,Uso frecuente en interpretación remota.,receta,,,prescripción (técnico),Alta,Frecuente,Intermedia,Demo,2026-07-15,2026-07-15,2026-07-15,1.0,Importado y enriquecido desde glosario QA
52,drug (prescribed medication),medicamento,Medicamentos,General,,medicine,fármaco,/drag/,"Sustancia utilizada para prevenir, diagnosticar o tratar una afección.",Do you have any drug allergies?,"En contexto terapéutico suele ser «medicamento», no «droga».",Glosario QA — Equipo de Interpretación Español · CQ Fluency (PDF proporcionado),documento-local:fde0305e-efcc-426d-beee-ed3fba56ebc9.pdf,Pendiente,,,Adaptado del glosario QA proporcionado por el usuario.,Frase,OPI,Uso frecuente en interpretación remota.,medicamento,,,fármaco,Alta,Frecuente,Intermedia,Demo,2026-07-15,2026-07-15,2026-07-15,1.0,Importado y enriquecido desde glosario QA
53,fill a prescription,surtir / preparar una receta,Medicamentos,Farmacia,,dispense a prescription,despachar una receta,/fil a pri-skrip-shon/,Preparar y entregar el medicamento indicado en una receta.,"If you do not need it now, you do not have to fill it.",No traducir literalmente como «llenar».,Glosario QA — Equipo de Interpretación Español · CQ Fluency (PDF proporcionado),documento-local:fde0305e-efcc-426d-beee-ed3fba56ebc9.pdf,Pendiente,,,Adaptado del glosario QA proporcionado por el usuario.,Término,OPI,Uso frecuente en interpretación remota.,surtir,,,despachar una receta,Alta,Frecuente,Intermedia,Demo,2026-07-15,2026-07-15,2026-07-15,1.0,Importado y enriquecido desde glosario QA
54,refill a prescription,resurtir / reabastecer un medicamento,Medicamentos,Farmacia,,renew a supply,repetir la receta,/rii-fil a pri-skrip-shon/,Obtener otra cantidad autorizada de un medicamento.,They may send reminders when it is time to refill it.,Distinguir refill autorizado de una receta nueva o renovación médica.,Glosario QA — Equipo de Interpretación Español · CQ Fluency (PDF proporcionado),documento-local:fde0305e-efcc-426d-beee-ed3fba56ebc9.pdf,Pendiente,,,Adaptado del glosario QA proporcionado por el usuario.,Término,OPI,Uso frecuente en interpretación remota.,resurtir,,,repetir la receta,Alta,Frecuente,Intermedia,Demo,2026-07-15,2026-07-15,2026-07-15,1.0,Importado y enriquecido desde glosario QA
55,be on medication,tomar / estar tomando medicamentos,Medicamentos,Uso,,take medication,estar bajo medicación,/bii on me-di-kei-shon/,Usar uno o más medicamentos como parte del tratamiento.,Is she on two medications?,No traducir literalmente como «estar en medicamentos».,Glosario QA — Equipo de Interpretación Español · CQ Fluency (PDF proporcionado),documento-local:fde0305e-efcc-426d-beee-ed3fba56ebc9.pdf,Pendiente,,,Adaptado del glosario QA proporcionado por el usuario.,Término,OPI,Uso frecuente en interpretación remota.,tomar,,,estar bajo medicación,Alta,Frecuente,Intermedia,Demo,2026-07-15,2026-07-15,2026-07-15,1.0,Importado y enriquecido desde glosario QA
56,avoid,evitar,Medicamentos,Indicaciones,,stay away from,no consumir,/a-void/,"Mantenerse alejado de una sustancia, alimento o actividad indicada.",You must avoid foods that contain too much sugar.,"No confundir con evade, que significa evadir una responsabilidad o autoridad.",Glosario QA — Equipo de Interpretación Español · CQ Fluency (PDF proporcionado),documento-local:fde0305e-efcc-426d-beee-ed3fba56ebc9.pdf,Pendiente,,,Adaptado del glosario QA proporcionado por el usuario.,Término,OPI,Uso frecuente en interpretación remota.,evitar,,,no consumir,Alta,Frecuente,Intermedia,Demo,2026-07-15,2026-07-15,2026-07-15,1.0,Importado y enriquecido desde glosario QA
57,insurance,seguro,Seguros y trámites,Cobertura,,coverage,aseguranza (regional),/in-shu-rans/,Contrato o programa que cubre determinados costos o riesgos.,What is the name of your insurance plan?,«Aseguranza» es regional; «seguro» es neutral.,Glosario QA — Equipo de Interpretación Español · CQ Fluency (PDF proporcionado),documento-local:fde0305e-efcc-426d-beee-ed3fba56ebc9.pdf,Pendiente,,,Adaptado del glosario QA proporcionado por el usuario.,Término,OPI,Uso frecuente en interpretación remota.,seguro,,,aseguranza (regional),Alta,Frecuente,Intermedia,Demo,2026-07-15,2026-07-15,2026-07-15,1.0,Importado y enriquecido desde glosario QA
58,insurance marketplace,mercado de seguros médicos,Seguros y trámites,Inscripción,Marketplace,health insurance marketplace,mercado de seguros,/in-shu-rans mar-ket-pleis/,Servicio donde las personas comparan y solicitan planes de seguro médico.,Do you need the number for the insurance marketplace?,Puede conservarse Marketplace como nombre propio y explicarse la primera vez.,Glosario QA — Equipo de Interpretación Español · CQ Fluency (PDF proporcionado),documento-local:fde0305e-efcc-426d-beee-ed3fba56ebc9.pdf,Pendiente,,,Adaptado del glosario QA proporcionado por el usuario.,Término,OPI,Uso frecuente en interpretación remota.,mercado de seguros médicos,,,mercado de seguros,Alta,Frecuente,Intermedia,Demo,2026-07-15,2026-07-15,2026-07-15,1.0,Importado y enriquecido desde glosario QA
59,application,solicitud,Seguros y trámites,Inscripción,,enrollment application,formulario de solicitud,/a-pli-kei-shon/,"Documento o proceso para pedir inscripción, cobertura, ayuda o un servicio.",Did you complete the application?,En este contexto no significa aplicación informática.,Glosario QA — Equipo de Interpretación Español · CQ Fluency (PDF proporcionado),documento-local:fde0305e-efcc-426d-beee-ed3fba56ebc9.pdf,Pendiente,,,Adaptado del glosario QA proporcionado por el usuario.,Término,OPI,Uso frecuente en interpretación remota.,solicitud,,,formulario de solicitud,Alta,Frecuente,Intermedia,Demo,2026-07-15,2026-07-15,2026-07-15,1.0,Importado y enriquecido desde glosario QA
60,charge (verb),cobrar,Banca y pagos,Cobros,,bill,cargar a la cuenta,/chary/,Exigir o registrar el pago de una cantidad.,How much will they charge for the medication?,«Cargar» solo corresponde cuando se carga un importe a una cuenta o tarjeta.,Glosario QA — Equipo de Interpretación Español · CQ Fluency (PDF proporcionado),documento-local:fde0305e-efcc-426d-beee-ed3fba56ebc9.pdf,Pendiente,,,Adaptado del glosario QA proporcionado por el usuario.,Frase,OPI,Uso frecuente en interpretación remota.,cobrar,,,cargar a la cuenta,Alta,Frecuente,Intermedia,Demo,2026-07-15,2026-07-15,2026-07-15,1.0,Importado y enriquecido desde glosario QA
61,balance,saldo,Banca y pagos,Cuentas,,amount due,balance (regional),/ba-lans/,"Cantidad pendiente, disponible o registrada en una cuenta.",Your account shows a twenty-five-dollar balance.,Aclarar si es saldo adeudado o disponible.,Glosario QA — Equipo de Interpretación Español · CQ Fluency (PDF proporcionado),documento-local:fde0305e-efcc-426d-beee-ed3fba56ebc9.pdf,Pendiente,,,Adaptado del glosario QA proporcionado por el usuario.,Término,OPI,Uso frecuente en interpretación remota.,saldo,,,balance (regional),Alta,Frecuente,Intermedia,Demo,2026-07-15,2026-07-15,2026-07-15,1.0,Importado y enriquecido desde glosario QA
62,decline (a transaction),rechazar una transacción,Banca y pagos,Transacciones,,deny,denegar,/di-klain/,No aprobar o no procesar una transacción.,Some transactions were declined.,En este contexto no usar «declinar».,Glosario QA — Equipo de Interpretación Español · CQ Fluency (PDF proporcionado),documento-local:fde0305e-efcc-426d-beee-ed3fba56ebc9.pdf,Pendiente,,,Adaptado del glosario QA proporcionado por el usuario.,Frase,OPI,Uso frecuente en interpretación remota.,rechazar una transacción,,,denegar,Alta,Frecuente,Intermedia,Demo,2026-07-15,2026-07-15,2026-07-15,1.0,Importado y enriquecido desde glosario QA
63,Social Security number,número de Seguro Social,Seguros y trámites,Identificación,SSN,social,número de seguridad social,/sou-shal se-kiu-ri-ti nam-ber/,Número de identificación emitido por la Administración del Seguro Social de EE. UU.,What are the last four digits of your Social Security number?,No repetir el número sensible; interprete únicamente lo necesario y siga el protocolo de privacidad.,Glosario QA — Equipo de Interpretación Español · CQ Fluency (PDF proporcionado),documento-local:fde0305e-efcc-426d-beee-ed3fba56ebc9.pdf,Pendiente,,,Adaptado del glosario QA proporcionado por el usuario.,Término,OPI,Uso frecuente en interpretación remota.,número de Seguro Social,,,número de seguridad social,Alta,Frecuente,Intermedia,Demo,2026-07-15,2026-07-15,2026-07-15,1.0,Importado y enriquecido desde glosario QA
64,Social Security,Seguro Social,Seguros y trámites,Beneficios,SSA,Social Security Administration,seguridad social,/sou-shal se-kiu-ri-ti/,"Programa federal estadounidense de jubilación, discapacidad y beneficios para sobrevivientes.",Have you applied for Social Security benefits?,"Puede referirse al programa, la administración o los beneficios; confirme el contexto.",Glosario QA — Equipo de Interpretación Español · CQ Fluency (PDF proporcionado),documento-local:fde0305e-efcc-426d-beee-ed3fba56ebc9.pdf,Pendiente,,,Adaptado del glosario QA proporcionado por el usuario.,Término,OPI,Uso frecuente en interpretación remota.,Seguro Social,,,seguridad social,Alta,Frecuente,Intermedia,Demo,2026-07-15,2026-07-15,2026-07-15,1.0,Importado y enriquecido desde glosario QA
65,social (SSN),número de Seguro Social,Seguros y trámites,Identificación,SSN,Social Security number,seguro social,/sou-shal/,Forma abreviada coloquial usada para referirse al número de Seguro Social.,What are the last four digits of your social?,Explique el significado en español; no deje «social» sin contexto.,Glosario QA — Equipo de Interpretación Español · CQ Fluency (PDF proporcionado),documento-local:fde0305e-efcc-426d-beee-ed3fba56ebc9.pdf,Pendiente,,,Adaptado del glosario QA proporcionado por el usuario.,Frase,OPI,Uso frecuente en interpretación remota.,número de Seguro Social,,,seguro social,Alta,Frecuente,Intermedia,Demo,2026-07-15,2026-07-15,2026-07-15,1.0,Importado y enriquecido desde glosario QA
66,utilities,servicios públicos,Servicios públicos,Facturas,,utility bills,"agua, electricidad y gas",/iu-ti-li-tis/,"Servicios esenciales como electricidad, agua, gas o alcantarillado.",We can help if you are having trouble paying your utilities.,No traducir como «utilidades».,Glosario QA — Equipo de Interpretación Español · CQ Fluency (PDF proporcionado),documento-local:fde0305e-efcc-426d-beee-ed3fba56ebc9.pdf,Pendiente,,,Adaptado del glosario QA proporcionado por el usuario.,Término,OPI,Uso frecuente en interpretación remota.,servicios públicos,,,"agua, electricidad y gas",Alta,Frecuente,Intermedia,Demo,2026-07-15,2026-07-15,2026-07-15,1.0,Importado y enriquecido desde glosario QA
67,record,registro,Seguros y trámites,Documentación,,documentation; file,expediente,/re-kord/,"Información conservada como constancia de una conversación, trámite o atención.",We are creating a record of the conversation.,"Según el contexto puede ser registro, expediente, historial o grabación.",Glosario QA — Equipo de Interpretación Español · CQ Fluency (PDF proporcionado),documento-local:fde0305e-efcc-426d-beee-ed3fba56ebc9.pdf,Pendiente,,,Adaptado del glosario QA proporcionado por el usuario.,Término,OPI,Uso frecuente en interpretación remota.,registro,,,expediente,Alta,Frecuente,Intermedia,Demo,2026-07-15,2026-07-15,2026-07-15,1.0,Importado y enriquecido desde glosario QA
68,form,formulario,Seguros y trámites,Documentación,,document,forma (regional),/form/,Documento con campos que deben completarse para un trámite.,Please sign the patient consent form.,«Forma» es un calco frecuente; «formulario» es neutral.,Glosario QA — Equipo de Interpretación Español · CQ Fluency (PDF proporcionado),documento-local:fde0305e-efcc-426d-beee-ed3fba56ebc9.pdf,Pendiente,,,Adaptado del glosario QA proporcionado por el usuario.,Término,OPI,Uso frecuente en interpretación remota.,formulario,,,forma (regional),Alta,Frecuente,Intermedia,Demo,2026-07-15,2026-07-15,2026-07-15,1.0,Importado y enriquecido desde glosario QA
69,P.O. box,apartado postal,Seguros y trámites,Direcciones,P.O. box,post office box,casilla postal,/pii-ou boks/,Compartimiento numerado en una oficina postal para recibir correspondencia.,What is your P.O. box number?,Puede conservarse la sigla al confirmar una dirección en EE. UU.,Glosario QA — Equipo de Interpretación Español · CQ Fluency (PDF proporcionado),documento-local:fde0305e-efcc-426d-beee-ed3fba56ebc9.pdf,Pendiente,,,Adaptado del glosario QA proporcionado por el usuario.,Término,OPI,Uso frecuente en interpretación remota.,apartado postal,,,casilla postal,Alta,Frecuente,Intermedia,Demo,2026-07-15,2026-07-15,2026-07-15,1.0,Importado y enriquecido desde glosario QA
70,supplemental benefits,beneficios complementarios / suplementarios,Seguros y trámites,Beneficios,,extra benefits,beneficios adicionales,/so-ple-men-tal be-ne-fits/,Beneficios adicionales que complementan la cobertura principal.,Contact your supplemental benefit provider.,No confundir supplemental con supplements (suplementos nutricionales).,Glosario QA — Equipo de Interpretación Español · CQ Fluency (PDF proporcionado),documento-local:fde0305e-efcc-426d-beee-ed3fba56ebc9.pdf,Pendiente,,,Adaptado del glosario QA proporcionado por el usuario.,Término,OPI,Uso frecuente en interpretación remota.,beneficios complementarios,,,beneficios adicionales,Alta,Frecuente,Intermedia,Demo,2026-07-15,2026-07-15,2026-07-15,1.0,Importado y enriquecido desde glosario QA
